county,municipality,article_39,article_40,article_42,article_43,article_44,art_44_524,article_45,article_46,city_hh,category,type,month,year,date,fiscal_year
Forsyth,Lewisville,33824.97,14176.93,16350.6,0,1,0,0,0,11817.69,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Forsyth,Rural Hall,17679.43,7409.91,8546.03,0,0.52,0,0,0,6176.79,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Forsyth,Tobaccoville,1395.77,585,674.69,0,0.04,0,0,0,487.64,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Forsyth,Walkertown,12540.9,5256.22,6062.12,0,0.37,0,0,0,4381.52,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Forsyth,Winston-Salem,1843537.27,772674.57,891144.27,0,54.43,0,0,0,644090.96,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Franklin,Franklin,425207.25,411255.46,232442.3,0,-31.95,179331.1,0,0,-37371.93,Ad Valorem,County,july,2018,2018-07-01,2019
Franklin,Bunn,1557.05,1505.96,851.17,0,-0.12,656.69,0,0,1716.99,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Franklin,Centerville,0,0,0,0,0,0,0,0,0,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Franklin,Franklinton,6938.63,6710.95,3793.04,0,-0.52,2926.36,0,0,7651.39,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Franklin,Louisburg,11193.66,10826.38,6119.09,0,-0.84,4720.93,0,0,12343.52,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Franklin,Wake Forest,4343.44,4200.93,2374.37,0,-0.33,1831.85,0,0,4789.61,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Franklin,Youngsville,9857.8,9534.35,5388.83,0,-0.74,4157.53,0,0,10870.42,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Gaston,Gaston,1890177.35,1124575.57,918820.41,0,-67.41,112663.89,0,0,-431715.2,Ad Valorem,County,july,2018,2018-07-01,2019
Gaston,Belmont,82948.94,49351.11,40321.71,0,-2.96,4944.17,0,0,49788.8,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Gaston,Bessemer City,20595.11,12253.21,10011.33,0,-0.73,1227.57,0,0,12361.88,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Gaston,Cherryville,22303.9,13269.88,10841.99,0,-0.8,1329.42,0,0,13387.57,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Gaston,Cramerton,30127.54,17924.61,14645.08,0,-1.07,1795.75,0,0,18083.57,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Gaston,Dallas,15248.58,9072.26,7412.37,0,-0.54,908.89,0,0,9152.73,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Gaston,Gastonia,398606.22,237153.83,193763.57,0,-14.21,23758.9,0,0,239257.1,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Gaston,High Shoals,1464.47,871.29,711.88,0,-0.05,87.29,0,0,879.02,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Gaston,Kings Mountain,8164.53,4857.54,3968.8,0,-0.29,486.65,0,0,4900.63,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Gaston,Lowell,15368.6,9143.67,7470.72,0,-0.55,916.04,0,0,9224.77,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Gaston,Mcadenville,5124.1,3048.63,2490.84,0,-0.18,305.42,0,0,3075.67,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Gaston,Mount Holly,89453.53,53221.06,43483.6,0,-3.19,5331.87,0,0,53693.07,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Gaston,Ranlo,10743.47,6391.91,5222.43,0,-0.38,640.36,0,0,6448.6,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Gaston,Spencer Mountain,0,0,0,0,0,0,0,0,0,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Gaston,Stanley,19095.54,11361.04,9282.39,0,-0.68,1138.19,0,0,11461.79,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Gates,Gates,50189.66,76963.35,25341.71,0,-0.7,52559.73,0,0,-2591.59,Per Capita,County,july,2018,2018-07-01,2019
Gates,Gatesville,1338,2051.75,675.58,0,-0.02,1401.18,0,0,2591.59,Per Capita,Municipality,july,2018,2018-07-01,2019
Graham,Graham,75563.78,56101.84,36859.08,0,0,22788.12,0,0,-4778.61,Ad Valorem,County,july,2018,2018-07-01,2019
Graham,Fontana Dam,114.93,85.33,56.06,0,0,34.66,0,0,0,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Graham,Robbinsville,3765.34,2795.56,1836.69,0,0,1135.53,0,0,3053.54,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Graham,Lake Santeetlah,2127.2,1579.33,1037.62,0,0,641.51,0,0,1725.07,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Granville,Granville,310385.34,312549.49,162200.75,0,-15.83,108317.32,0,0,-134628.62,Per Capita,County,july,2018,2018-07-01,2019
Granville,Butner,41152.83,41439.78,21505.6,0,-2.1,14361.39,0,0,48245.65,Per Capita,Municipality,july,2018,2018-07-01,2019
Granville,Creedmoor,23668.1,23833.13,12368.45,0,-1.21,8259.62,0,0,27747.37,Per Capita,Municipality,july,2018,2018-07-01,2019
Granville,Oxford,44719.76,45031.58,23369.6,0,-2.28,15606.17,0,0,52427.35,Per Capita,Municipality,july,2018,2018-07-01,2019
Granville,Stem,3070.79,3092.21,1604.73,0,-0.16,1071.64,0,0,3600.05,Per Capita,Municipality,july,2018,2018-07-01,2019
Granville,Stovall,2224.76,2240.27,1162.61,0,-0.11,776.39,0,0,2608.2,Per Capita,Municipality,july,2018,2018-07-01,2019
Greene,Greene,78014.46,135287.85,45953.68,0,0,90506.35,0,17066.04,-8871.21,Ad Valorem,County,july,2018,2018-07-01,2019
Greene,Hookerton,555.95,964.08,327.47,0,0,644.96,0,0,1212.52,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Greene,Snow Hill,3055.55,5298.74,1799.84,0,0,3544.81,0,0,6664.15,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Greene,Walstonburg,456,790.77,268.6,0,0,529.02,0,0,994.54,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Guilford,Guilford,4756691.88,2111094.15,2310142.27,0,3.42,0,0,0,-1131807.52,Ad Valorem,County,july,2018,2018-07-01,2019
Guilford,Archdale,1088.48,483.08,528.63,0,0,0,0,0,417.55,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Guilford,Burlington,6408.19,2844.05,3112.21,0,0,0,0,0,2458.28,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Guilford,Gibsonville,19324.89,8576.68,9385.35,0,0.01,0,0,0,7413.33,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Guilford,Greensboro,2149488.13,953976.39,1043923.7,0,1.55,0,0,0,824577.49,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Guilford,High Point,719317.99,319244.56,349345.08,0,0.52,0,0,0,275941.71,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Guilford,Jamestown,25236.95,11200.55,12256.62,0,0.02,0,0,0,9681.29,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Guilford,Kernersville,9416.99,4179.41,4573.47,0,0.01,0,0,0,3612.5,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Guilford,Oak Ridge,9834.53,4364.71,4776.25,0,0.01,0,0,0,3772.68,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Guilford,Pleasant Garden,2323.92,1031.39,1128.63,0,0,0,0,0,891.49,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Guilford,Sedalia,1757.96,780.21,853.77,0,0,0,0,0,674.38,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Guilford,Stokesdale,0,0,0,0,0,0,0,0,0,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Guilford,Summerfield,5142.26,2282.22,2497.4,0,0,0,0,0,1972.65,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Guilford,Whitsett,1027.51,456.02,499.02,0,0,0,0,0,394.17,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Halifax,Halifax,402278.8,270200.5,195365.58,0,-0.05,44222.48,0,117206.23,-103978.03,Ad Valorem,County,july,2018,2018-07-01,2019
Halifax,Enfield,8423.84,5658.08,4091.02,0,0,926.03,0,0,5985.47,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Halifax,Halifax,943.7,633.86,458.3,0,0,103.74,0,0,670.53,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Halifax,Hobgood,721.75,484.78,350.52,0,0,79.34,0,0,512.83,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Halifax,Littleton,3206.05,2153.42,1557.01,0,0,352.44,0,0,2278.02,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Halifax,Roanoke Rapids,115270.94,77424.58,55981.02,0,-0.01,12671.73,0,0,81904.63,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Halifax,Scotland Neck,7596.64,5102.46,3689.28,0,0,835.1,0,0,5397.71,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Halifax,Weldon,10173.71,6833.43,4940.84,0,0,1118.4,0,0,7228.84,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Harnett,Harnett,730872.14,785906.62,397797.72,0,-79.7,361551.44,0,183468.84,-123977.45,Ad Valorem,County,july,2018,2018-07-01,2019
Harnett,Angier,16183.53,17402.15,8808.34,0,-1.76,8005.75,0,0,20376.26,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Harnett,Benson,7.23,7.77,3.93,0,0,3.57,0,0,9.09,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Harnett,Broadway,26.48,28.47,14.41,0,0,13.1,0,0,33.34,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Harnett,Coats,6333.2,6810.08,3447.02,0,-0.69,3132.94,0,0,7973.97,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Harnett,Dunn,44172.52,47498.7,24042.14,0,-4.82,21851.48,0,0,55616.47,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Harnett,Erwin,13511.73,14529.15,7354.13,0,-1.47,6684.05,0,0,17012.26,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Harnett,Lillington,18232.5,19605.4,9923.55,0,-1.99,9019.34,0,0,22956.06,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Haywood,Haywood,656448.24,345321.73,315804.34,0,84.73,3108.93,0,184413.48,-91387.35,Per Capita,County,july,2018,2018-07-01,2019
Haywood,Canton,46323.65,24368.36,22285.4,0,5.98,219.39,0,0,23346.27,Per Capita,Municipality,july,2018,2018-07-01,2019
Haywood,Clyde,13358.3,7027.08,6426.42,0,1.72,63.26,0,0,6732.34,Per Capita,Municipality,july,2018,2018-07-01,2019
Haywood,Maggie Valley,14686.69,7725.87,7065.48,0,1.9,69.56,0,0,7401.83,Per Capita,Municipality,july,2018,2018-07-01,2019
Haywood,Waynesville,106962.03,56266.91,51457.33,0,13.81,506.57,0,0,53906.91,Per Capita,Municipality,july,2018,2018-07-01,2019
Henderson,Henderson,1199535.32,695819.02,600432.43,0,93.74,45123.74,0,0,-134221.28,Ad Valorem,County,july,2018,2018-07-01,2019
Henderson,Flat Rock,13794.04,8001.56,6904.66,0,1.08,518.9,0,0,7881.19,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Henderson,Fletcher,55419.85,32147.61,27740.64,0,4.33,2084.77,0,0,31663.98,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Henderson,Hendersonville,116371.65,67504.15,58250.32,0,9.09,4377.63,0,0,66488.64,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Henderson,Laurel Park,22382.22,12983.33,11203.51,0,1.75,841.97,0,0,12788.02,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Henderson,Mills River,26706.13,15491.53,13367.87,0,2.09,1004.62,0,0,15258.48,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Henderson,Saluda,246.73,143.12,123.5,0,0.02,9.28,0,0,140.97,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Hertford,Hertford,185390.41,132430.84,85930.67,0,-7.1,29085.05,0,47538.17,-40997.56,Ad Valorem,County,july,2018,2018-07-01,2019
Hertford,Ahoskie,35306.38,25220.59,16364.94,0,-1.35,5539.06,0,0,27654.91,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Hertford,Cofield,1962.73,1402.05,909.76,0,-0.08,307.92,0,0,1537.39,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Hertford,Como,214.51,153.24,99.43,0,-0.01,33.65,0,0,168.03,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Hertford,Harrellsville,291.76,208.42,135.24,0,-0.01,45.77,0,0,228.54,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Hertford,Murfreesboro,11351.13,8108.51,5261.39,0,-0.43,1780.83,0,0,8891.15,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Hertford,Winton,3214.09,2295.93,1489.77,0,-0.12,504.24,0,0,2517.54,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Hoke,Hoke,197884.14,323671.96,122921.05,0,-2.62,187054.62,0,0,-37835.51,Per Capita,County,july,2018,2018-07-01,2019
Hoke,Raeford,18703,30591.81,11617.86,0,-0.25,17679.44,0,0,37835.51,Per Capita,Municipality,july,2018,2018-07-01,2019
Hoke,Red Springs,0,0,0,0,0,0,0,0,0,Per Capita,Municipality,july,2018,2018-07-01,2019
Hyde,Hyde,103790.94,38530.77,51838.31,0,-0.8,2380.62,0,0,0,Per Capita,County,july,2018,2018-07-01,2019
Iredell,Iredell,1797242.36,860776.72,897615.54,0,-8.41,0,0,0,-302926.74,Per Capita,County,july,2018,2018-07-01,2019
Iredell,Davidson,3617.48,1732.56,1806.71,0,-0.02,0,0,0,1544.06,Per Capita,Municipality,july,2018,2018-07-01,2019
Iredell,Harmony,5690.53,2725.44,2842.08,0,-0.03,0,0,0,2428.89,Per Capita,Municipality,july,2018,2018-07-01,2019
Iredell,Love Valley,1254.19,600.68,626.39,0,-0.01,0,0,0,535.33,Per Capita,Municipality,july,2018,2018-07-01,2019
Iredell,Mooresville,404949.88,193947.92,202248.34,0,-1.9,0,0,0,172845.65,Per Capita,Municipality,july,2018,2018-07-01,2019
Iredell,Statesville,266532.23,127653.76,133116.98,0,-1.25,0,0,0,113764.55,Per Capita,Municipality,july,2018,2018-07-01,2019
Iredell,Troutman,27664.87,13249.9,13816.96,0,-0.13,0,0,0,11808.26,Per Capita,Municipality,july,2018,2018-07-01,2019
Jackson,Jackson,573790.8,294683.01,285565,0,-1.91,0,0,138994.02,-16731.71,Ad Valorem,County,july,2018,2018-07-01,2019
Jackson,Dillsboro,2021.17,1038.02,1005.9,0,-0.01,0,0,0,964.98,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Jackson,Forest Hills,695,356.93,345.89,0,0,0,0,0,331.82,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Jackson,Highlands,2084.19,1070.39,1037.27,0,-0.01,0,0,0,995.06,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Jackson,Sylva,29767.05,15287.52,14814.5,0,-0.1,0,0,0,14211.75,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Jackson,Webster,477.76,245.36,237.77,0,0,0,0,0,228.1,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Johnston,Johnston,1833417.73,1121982.67,948637.31,0,-26.66,219022.44,0,0,-197278.55,Ad Valorem,County,july,2018,2018-07-01,2019
Johnston,Archer Lodge,7790.08,4767.23,4030.7,0,-0.11,930.61,0,0,0,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Johnston,Benson,22344.11,13673.76,11561.17,0,-0.32,2669.26,0,0,13592.17,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Johnston,Clayton,141795.43,86773.47,73367.05,0,-2.06,16939.06,0,0,86255.68,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Johnston,Four Oaks,10733.18,6568.3,5553.5,0,-0.16,1282.2,0,0,6529.12,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Johnston,Kenly,10291.73,6298.15,5325.09,0,-0.15,1229.46,0,0,6260.57,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Johnston,Micro,1583.28,968.91,819.21,0,-0.02,189.14,0,0,963.13,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Johnston,Pine Level,6707.76,4104.9,3470.69,0,-0.1,801.32,0,0,4080.4,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Johnston,Princeton,5611.89,3434.27,2903.68,0,-0.08,670.4,0,0,3413.78,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Johnston,Selma,31418,19226.63,16256.13,0,-0.46,3753.23,0,0,19111.9,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Johnston,Smithfield,84794.04,51890.76,43873.68,0,-1.23,10129.6,0,0,51581.13,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Johnston,Wilson's Mills,9026.11,5523.64,4670.24,0,-0.13,1078.27,0,0,5490.67,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Johnston,Zebulon,0,0,0,0,0,0,0,0,0,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Jones,Jones,45202.88,61956.56,27181.92,0,-1.12,47520.35,0,0,-3888.47,Ad Valorem,County,july,2018,2018-07-01,2019
Jones,Maysville,1497.85,2053,900.7,0,-0.04,1574.64,0,0,2476.05,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Jones,Pollocksville,453.6,621.72,272.77,0,-0.01,476.86,0,0,749.84,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Jones,Trenton,400.81,549.37,241.03,0,-0.01,421.36,0,0,662.58,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Lee,Lee,599088.22,294135.64,285771.64,0,0,21708.82,0,178221.64,-96250.27,Ad Valorem,County,july,2018,2018-07-01,2019
Lee,Broadway,5708.46,2802.7,2723,0,0,206.85,0,0,2601.82,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Lee,Sanford,205467.77,100878.95,98010.38,0,0,7445.42,0,0,93648.45,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Lenoir,Lenoir,514695.05,273163.79,241037.88,0,-0.01,95398.81,0,0,-79254.16,Ad Valorem,County,july,2018,2018-07-01,2019
Lenoir,Grifton,349.63,185.56,163.73,0,0,64.8,0,0,180.89,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Lenoir,Kinston,139786.12,74188.59,65463.51,0,0,25909.38,0,0,72319.3,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Lenoir,La Grange,10131.7,5377.19,4744.79,0,0,1877.91,0,0,5241.71,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Lenoir,Pink Hill,2923.06,1551.36,1368.91,0,0,541.79,0,0,1512.26,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Lincoln,Lincoln,827644.79,492678.67,413981.21,0,-22.32,122223.59,0,0,-63695.39,Per Capita,County,july,2018,2018-07-01,2019
Lincoln,Lincolnton,107328.58,63890.33,53684.88,0,-2.89,15849.9,0,0,63683.42,Per Capita,Municipality,july,2018,2018-07-01,2019
Lincoln,Maiden,20.18,12.01,10.1,0,0,2.98,0,0,11.97,Per Capita,Municipality,july,2018,2018-07-01,2019
Macon,Macon,549613.25,208897.68,265281.14,0,0.01,0,0,0,-24221.79,Ad Valorem,County,july,2018,2018-07-01,2019
Macon,Franklin,34315.47,13042.67,16563.01,0,0,0,0,0,10079.62,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Macon,Highlands,48146.2,18299.46,23238.66,0,0,0,0,0,14142.17,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Madison,Madison,120842.44,126370.64,63990.73,0,0,69985.27,0,0,-24839.67,Per Capita,County,july,2018,2018-07-01,2019
Madison,Hot Springs,3199.89,3346.27,1694.46,0,0,1853.2,0,0,3917.8,Per Capita,Municipality,july,2018,2018-07-01,2019
Madison,Mars Hill,12002.32,12551.39,6355.69,0,0,6951.08,0,0,14695.13,Per Capita,Municipality,july,2018,2018-07-01,2019
Madison,Marshall,5085.73,5318.39,2693.09,0,0,2945.37,0,0,6226.74,Per Capita,Municipality,july,2018,2018-07-01,2019
Martin,Martin,178276.46,137568.14,88367.3,0,0,19898.58,0,46502.18,-35749.39,Ad Valorem,County,july,2018,2018-07-01,2019
Martin,Bear Grass,153.81,118.68,76.24,0,0,17.17,0,0,130.55,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Martin,Everetts,329.95,254.61,163.55,0,0,36.83,0,0,280.05,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Martin,Hamilton,761.09,587.31,377.26,0,0,84.95,0,0,645.99,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Martin,Hassell,73.46,56.7,36.42,0,0,8.2,0,0,62.36,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Martin,Jamesville,1482.86,1144.27,735.03,0,0,165.51,0,0,1258.59,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Martin,Oak City,809.89,624.96,401.44,0,0,90.4,0,0,687.41,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Martin,Parmele,717.14,553.39,355.47,0,0,80.04,0,0,608.67,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Martin,Robersonville,6763.21,5218.88,3352.36,0,0,754.89,0,0,5740.34,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Martin,Williamston,31028.12,23943.05,15379.89,0,0,3463.25,0,0,26335.43,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Mcdowell,Mcdowell,408840.91,310665.22,203931.85,0,-8.48,48313.72,0,0,-39674.1,Ad Valorem,County,july,2018,2018-07-01,2019
Mcdowell,Marion,41617.07,31623.5,20758.8,0,-0.86,4917.99,0,0,34551.16,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Mcdowell,Old Fort,6170.61,4688.85,3077.93,0,-0.13,729.2,0,0,5122.94,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Mecklenburg,Mecklenburg,13585825.87,4354617.63,6686746.66,5264751.85,168.87,0,0,0,-1398112.57,Ad Valorem,County,july,2018,2018-07-01,2019
Mecklenburg,Charlotte,6010971.52,1926675.83,2958513.08,4148946.98,74.72,0,0,0,1222201.05,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Mecklenburg,Cornelius,177161.53,56784.97,87196.34,0,2.2,0,0,0,36021.97,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Mecklenburg,Davidson,84963.26,27232.97,41817.68,0,1.06,0,0,0,17275.44,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Mecklenburg,Huntersville,270179.21,86599.6,132978.28,285563.73,3.36,0,0,0,54935.09,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Mecklenburg,Matthews,157306.16,50420.8,77423.81,0,1.96,0,0,0,31984.8,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Mecklenburg,Mint Hill,89960.89,28834.85,44277.45,0,1.12,0,0,0,18291.6,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Mecklenburg,Pineville,84610.79,27120,41644.2,0,1.05,0,0,0,17203.77,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Mecklenburg,Stallings,977.98,313.47,481.35,0,0.01,0,0,0,198.85,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Mecklenburg,Weddington,0,0,0,0,0,0,0,0,0,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Mitchell,Mitchell,149182.88,91172.78,70017.82,0,1.07,20683.15,0,0,-10622.73,Ad Valorem,County,july,2018,2018-07-01,2019
Mitchell,Bakersville,1679.38,1026.35,788.2,0,0.01,232.83,0,0,1061.7,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Mitchell,Spruce Pine,15123.45,9242.66,7098.07,0,0.11,2096.76,0,0,9561.03,Ad Valorem,Municipality,july,2018,2018-07-01,2019
Montgomery,Montgomery,182273.12,147230.27,88230.14,0,0,65113.71,0,47813.8,-46209.67,Per Capita,County,july,2018,2018-07-01,2019
Montgomery,Biscoe,11145.91,9003.06,5395.23,0,0,3981.67,0,0,10104.83,Per Capita,Municipality,july,2018,2018-07-01,2019
Montgomery,Candor,5494.19,4437.91,2659.49,0,0,1962.7,0,0,4981,Per Capita,Municipality,july,2018,2018-07-01,2019
Montgomery,Mount Gilead,7358.4,5943.72,3561.87,0,0,2628.65,0,0,6671.09,Per Capita,Municipality,july,2018,2018-07-01,2019
Montgomery,Star,5822.4,4703.01,2818.36,0,0,2079.94,0,0,5278.56,Per Capita,Municipality,july,2018,2018-07-01,2019
Montgomery,Troy,21149.67,17083.55,10237.59,0,0,7555.33,0,0,19174.19,Per Capita,Municipality,july,2018,2018-07-01,2019
Moore,Moore,944431.91,494306.41,466149.1,0,-15.34,0,0,0,-237533.11,Per Capita,County,july,2018,2018-07-01,2019
Moore,Aberdeen,74334.39,38905.89,36689.68,0,-1.21,0,0,0,36695.81,Per Capita,Municipality,july,2018,2018-07-01,2019
Moore,Cameron,3252.87,1702.52,1605.54,0,-0.05,0,0,0,1605.8,Per Capita,Municipality,july,2018,2018-07-01,2019
Moore,Candor,0,0,0,0,0,0,0,0,0,Per Capita,Municipality,july,2018,2018-07-01,2019
Moore,Carthage,23005.92,12041.07,11355.17,0,-0.37,0,0,0,11357.07,Per Capita,Municipality,july,2018,2018-07-01,2019
Moore,Foxfire Village,10289.28,5385.31,5078.54,0,-0.17,0,0,0,5079.39,Per Capita,Municipality,july,2018,2018-07-01,2019
Moore,Pinebluff,14239.89,7453.02,7028.47,0,-0.23,0,0,0,7029.64,Per Capita,Municipality,july,2018,2018-07-01,2019
Moore,Pinehurst,161680.23,84621.84,79801.5,0,-2.63,0,0,0,79814.86,Per Capita,Municipality,july,2018,2018-07-01,2019
Moore,Robbins,11291.68,5909.95,5573.3,0,-0.18,0,0,0,5574.23,Per Capita,Municipality,july,2018,2018-07-01,2019
Moore,Southern Pines,135185.59,70754.81,66724.38,0,-2.2,0,0,0,66735.54,Per Capita,Municipality,july,2018,2018-07-01,2019
Moore,Taylortown,7390.2,3867.95,3647.62,0,-0.12,0,0,0,3648.24,Per Capita,Municipality,july,2018,2018-07-01,2019
Moore,Vass,7567.09,3960.54,3734.93,0,-0.12,0,0,0,3735.57,Per Capita,Municipality,july,2018,2018-07-01,2019
Moore,Whispering Pines,32931.58,17236.07,16254.24,0,-0.53,0,0,0,16256.96,Per Capita,Municipality,july,2018,2018-07-01,2019
Nash,Nash,828141.79,392923.26,388077.48,0,1.73,58886.61,0,0,-203572.18,Per Capita,County,july,2018,2018-07-01,2019
Nash,Bailey,4762.51,2259.63,2231.77,0,0.01,338.65,0,0,2078.72,Per Capita,Municipality,july,2018,2018-07-01,2019
Nash,Castalia,2236.53,1061.15,1048.06,0,0,159.03,0,0,976.19,Per Capita,Municipality,july,2018,2018-07-01,2019
Nash,Dortches,8647.95,4103.14,4052.54,0,0.02,614.93,0,0,3774.6,Per Capita,Municipality,july,2018,2018-07-01,2019
Nash,Middlesex,7104.3,3370.73,3329.16,0,0.01,505.16,0,0,3100.84,Per Capita,Municipality,july,2018,2018-07-01,2019
Nash,Momeyer,1894.48,898.86,887.77,0,0,134.71,0,0,826.89,Per Capita,Municipality,july,2018,2018-07-01,2019
Nash,Nashville,45879.73,21768.27,21499.81,0,0.1,3262.37,0,0,20025.31,Per Capita,Municipality,july,2018,2018-07-01,2019
Nash,Red Oak,30837.92,14631.47,14451.03,0,0.06,2192.79,0,0,13459.96,Per Capita,Municipality,july,2018,2018-07-01,2019
